,threshold,accuracy
86,0.7285241778066729,0.8175675675675675
85,0.6555519852304438,0.8108108108108109
87,0.8243130587823589,0.8108108108108109
84,0.6453667467215171,0.8040540540540541
88,1.015435345177392,0.8040540540540541
92,1.1545201815293145,0.8040540540540541
91,1.1169939529558044,0.7972972972972973
83,0.6351970573653694,0.7972972972972973
89,1.027353729043675,0.7972972972972973
99,1.3784189256174284,0.7972972972972973
93,1.1717103265106537,0.7972972972972973
97,1.2736587084568727,0.7972972972972973
95,1.2595421382899707,0.7972972972972973
96,1.2662545993000038,0.7905405405405406
100,1.3973252173837696,0.7905405405405406
98,1.278504759104002,0.7905405405405406
94,1.2125959443809307,0.7905405405405406
90,1.0463978524669961,0.7905405405405406
82,0.6240189372129871,0.7905405405405406
104,1.5670831459902779,0.7905405405405406
105,1.57046298025874,0.7837837837837838
103,1.4803631730572255,0.7837837837837838
107,1.7292014205805404,0.7837837837837838
101,1.4780867343207629,0.7837837837837838
81,0.6231002421468206,0.7837837837837838
102,1.480258256618184,0.777027027027027
108,1.7650697617745983,0.777027027027027
106,1.691881795067259,0.777027027027027
80,0.6199769769761097,0.777027027027027
115,1.8716483569121665,0.7702702702702703
109,1.7711721166890633,0.7702702702702703
79,0.6122360575714135,0.7702702702702703
121,1.9879264773484107,0.7702702702702703
118,1.9241251763081912,0.7635135135135135
124,2.0717547000166863,0.7635135135135135
116,1.883037161847847,0.7635135135135135
114,1.86528270285243,0.7635135135135135
78,0.6119670936511907,0.7635135135135135
110,1.8236240141616182,0.7635135135135135
120,1.9654658320987164,0.7635135135135135
122,2.0030228365178835,0.7635135135135135
117,1.8860511899222714,0.7567567567567568
77,0.6099519041905163,0.7567567567567568
125,2.0756767180416817,0.7567567567567568
123,2.06449964815419,0.7567567567567568
119,1.9543050249577996,0.7567567567567568
111,1.8238141019582639,0.7567567567567568
113,1.854215174116824,0.7567567567567568
126,2.0935470455034433,0.75
112,1.8462875319727776,0.75
76,0.609839935594472,0.75
127,2.115987592729094,0.7432432432432432
131,2.1908328997293536,0.7432432432432432
75,0.6091370237766232,0.7432432432432432
74,0.6038687180438037,0.7364864864864865
128,2.16062230562702,0.7364864864864865
130,2.1815360294809807,0.7364864864864865
132,2.2140234476239185,0.7364864864864865
73,0.6035230051874132,0.7297297297297297
129,2.1749105375188824,0.7297297297297297
133,2.2329714512214585,0.7297297297297297
134,2.246383551901706,0.722972972972973
72,0.6010978717460909,0.722972972972973
135,2.3276339844496925,0.7162162162162162
71,0.5998851064996925,0.7162162162162162
136,2.35021323456304,0.7094594594594594
70,0.5959913677377398,0.7094594594594594
69,0.5957207785150748,0.7027027027027027
137,2.3586605851510596,0.7027027027027027
68,0.5957158451047228,0.6959459459459459
138,2.361038322913344,0.6959459459459459
142,2.5654640810605738,0.6959459459459459
67,0.5880599092321446,0.6891891891891891
143,2.5757145563156407,0.6891891891891891
141,2.4272592200728322,0.6891891891891891
139,2.3650713841350255,0.6891891891891891
140,2.3944355993872057,0.6824324324324325
66,0.5857988170360574,0.6824324324324325
144,2.5758949462093286,0.6824324324324325
65,0.5839719325353359,0.6756756756756757
145,2.5759168359994886,0.6756756756756757
146,2.575939630031567,0.668918918918919
64,0.5808701154075958,0.668918918918919
63,0.5777048982123124,0.6621621621621622
62,0.5717613504171286,0.6554054054054054
61,0.5714546490820437,0.6486486486486487
60,0.5689220767079441,0.6418918918918919
59,0.5685801102868405,0.6351351351351351
58,0.5524452408831311,0.6283783783783784
57,0.5482197308130123,0.6216216216216216
56,0.5440763939342423,0.6148648648648649
55,0.5379677540914223,0.6081081081081081
54,0.5377034461188541,0.6013513513513513
53,0.5343933942758359,0.5945945945945946
52,0.5330066845420245,0.5878378378378378
51,0.5316541464638709,0.581081081081081
50,0.5308143695324568,0.5743243243243243
49,0.527673659908878,0.5675675675675675
48,0.5250298637447572,0.5608108108108109
47,0.5226157588324002,0.5540540540540541
46,0.5169194614910386,0.5472972972972973
45,0.5160514824555448,0.5405405405405406
44,0.514739073756864,0.5337837837837838
43,0.5140976301493185,0.527027027027027
42,0.5137817499551622,0.5202702702702703
