,threshold,accuracy
53,1.2324763028841994,0.906832298136646
52,1.2272767238450482,0.9006211180124224
54,1.2532612277801076,0.9006211180124224
51,1.2215536465606955,0.8944099378881988
55,1.2554523752575792,0.8944099378881988
56,1.3159156820129145,0.8881987577639752
50,1.2157741370081105,0.8881987577639752
57,1.3184882023918232,0.8819875776397516
59,1.4467461960521373,0.8819875776397516
49,1.1910059653772287,0.8819875776397516
47,1.1231367108100916,0.8819875776397516
45,1.0893465250624925,0.8819875776397516
39,0.6431839685392485,0.8819875776397516
37,0.5642140364291167,0.8819875776397516
58,1.4142139601692567,0.8757763975155279
60,1.4952855027831933,0.8757763975155279
36,0.5357632743955933,0.8757763975155279
48,1.1617990387270418,0.8757763975155279
46,1.0994658381763716,0.8757763975155279
44,0.8036107737300275,0.8757763975155279
40,0.6762900265823694,0.8757763975155279
38,0.5893803349237012,0.8757763975155279
42,0.7229437008398096,0.8757763975155279
67,1.7391408045424235,0.8695652173913043
43,0.8004289150968363,0.8695652173913043
65,1.7225334749023609,0.8695652173913043
63,1.6314934766286648,0.8695652173913043
61,1.555209018387909,0.8695652173913043
41,0.7162605910282712,0.8695652173913043
66,1.729657524143929,0.8633540372670807
64,1.7114760331971481,0.8633540372670807
62,1.5558279098010774,0.8633540372670807
68,1.7416007651835497,0.8633540372670807
71,1.808079342463926,0.8571428571428571
69,1.7463131227349837,0.8571428571428571
72,1.8146061823012882,0.8509316770186336
70,1.7476918595198179,0.8509316770186336
73,1.8161835496755205,0.84472049689441
35,0.5357584971704983,0.8385093167701864
74,1.8181563079915997,0.8385093167701864
34,0.5357584850028677,0.8322981366459627
75,1.820289532651905,0.8322981366459627
77,1.890159082095592,0.8322981366459627
76,1.8269830557105173,0.8260869565217391
33,0.535758439422074,0.8260869565217391
78,1.893033494694451,0.8260869565217391
80,1.8931510308011064,0.8260869565217391
81,1.8932768169452951,0.8198757763975155
79,1.8930682558112004,0.8198757763975155
32,0.5357584208834072,0.8198757763975155
31,0.5357582781291023,0.8136645962732919
82,1.9071614156832457,0.8136645962732919
30,0.5355057595387531,0.8074534161490683
83,1.9726471739023155,0.8074534161490683
85,1.979162967288269,0.8074534161490683
86,1.9806181519137223,0.8012422360248447
29,0.5352864596389609,0.8012422360248447
84,1.9752425524581962,0.8012422360248447
87,1.9810333225504109,0.7950310559006211
28,0.535212968093084,0.7950310559006211
88,1.981267097089323,0.7888198757763976
27,0.53424383510649,0.7888198757763976
89,1.981779756676628,0.782608695652174
26,0.5323932786362225,0.782608695652174
90,1.9862128393696863,0.7763975155279503
25,0.5322135141108176,0.7763975155279503
24,0.5321983921759813,0.7701863354037267
91,1.986666529406584,0.7701863354037267
23,0.5321651205660601,0.7639751552795031
92,1.9870525069249403,0.7639751552795031
93,2.059422200900747,0.7577639751552795
22,0.5306189768063677,0.7577639751552795
94,2.062070167967967,0.7515527950310559
21,0.5301251421580753,0.7515527950310559
95,2.0627334023548123,0.7453416149068323
20,0.5297201206584177,0.7453416149068323
96,2.0689272632787605,0.7391304347826086
19,0.5291035207189696,0.7391304347826086
97,2.0704770403539623,0.7329192546583851
18,0.5271461373521692,0.7329192546583851
98,2.0711962258428804,0.7267080745341615
17,0.5267648375476993,0.7267080745341615
99,2.0758920392939015,0.7204968944099379
16,0.5267477711835485,0.7204968944099379
100,2.0771256425795226,0.7142857142857143
15,0.5263319469997692,0.7142857142857143
14,0.5260183756347064,0.7080745341614907
13,0.52546276527761,0.7018633540372671
12,0.5243003164725448,0.6956521739130435
11,0.5239165989094721,0.6894409937888198
10,0.5237192818646196,0.6832298136645962
9,0.5229265491260287,0.6770186335403726
8,0.5225848148207426,0.6708074534161491
7,0.5225637179515558,0.6645962732919255
6,0.5210580173786625,0.6583850931677019
5,0.5206867168711685,0.6521739130434783
4,0.5206120361260186,0.6459627329192547
3,0.5200132732171598,0.639751552795031
2,0.5189039532973119,0.6335403726708074
1,0.5078273006126535,0.6273291925465838
0,0.4865544031396821,0.6211180124223602
