,DatasetName,Step,Threshold,Accuracy,Bruteforce time
0,14244F0,2,0.7922768568416811,0.986842105263158,0.0199851989746093
0,14244F0,3,0.8044511410645153,0.9605263157894736,0.0132420063018798
0,14244F0,4,0.8444956647219943,0.9385964912280702,0.0226373672485351
0,14244F0,5,0.7994196704693446,0.8903508771929824,0.0206203460693359
0,14244F0,7,0.6458429215056128,0.8854625550660793,0.0223362445831298
0,14244F0,6,0.7769561221423879,0.8771929824561403,0.0232579708099365
0,14244F0,8,0.6305078812620657,0.8678414096916299,0.0256993770599365
0,14244F0,10,0.7330314915881685,0.8502202643171806,0.0252077579498291
0,14244F0,11,0.6563210359200977,0.8502202643171806,0.0298504829406738
0,14244F0,17,0.7285959032233682,0.8444444444444444,0.025306224822998
0,14244F0,9,0.6430936473707661,0.8414096916299559,0.0271966457366943
0,14244F0,15,0.7756481702344904,0.831858407079646,0.0273377895355224
0,14244F0,14,0.8876418120339762,0.831858407079646,0.0249483585357666
0,14244F0,44,0.728771944568151,0.8318181818181818,0.0347251892089843
0,14244F0,13,0.6254939607844641,0.8185840707964602,0.0251317024230957
0,14244F0,22,0.6269056064267123,0.8080357142857143,0.0303084850311279
0,14244F0,12,0.6235352341381902,0.8008849557522124,0.0321853160858154
0,14244F0,25,0.5211743266023899,0.7991071428571429,0.0247833728790283
0,14244F0,38,0.7450625592910074,0.7963800904977375,0.0427219867706298
0,14244F0,29,0.7582413033726418,0.7937219730941704,0.0246965885162353
0,14244F0,18,0.6227703934415452,0.7911111111111111,0.032353401184082
0,14244F0,19,0.7928058441293927,0.7911111111111111,0.0349705219268798
0,14244F0,24,0.7896650038627886,0.7901785714285714,0.0365805625915527
0,14244F0,34,0.7824743224780467,0.7837837837837838,0.027869701385498
0,14244F0,20,1.847125271954437,0.7822222222222223,0.0389850139617919
0,14244F0,47,0.785862102454829,0.7808219178082192,0.030827522277832
0,14244F0,52,0.7611766567664839,0.7752293577981652,0.0353062152862548
0,14244F0,26,0.8009023125059334,0.7723214285714286,0.0313513278961181
0,14244F0,57,0.7903230614911434,0.7695852534562212,0.035574197769165
0,14244F0,21,0.6100107812436241,0.7688888888888888,0.0276296138763427
0,14244F0,53,0.7866436869119522,0.7660550458715596,0.035262107849121
0,14244F0,46,0.7227926795018904,0.7545454545454545,0.0348896980285644
0,14244F0,56,0.7962454895382319,0.7477064220183486,0.0615153312683105
0,14244F0,33,0.6658032630305187,0.7342342342342343,0.0345833301544189
0,14244F0,40,0.8258448476177376,0.7330316742081447,0.033815860748291
0,14244F0,31,0.8101135973682458,0.7309417040358744,0.0265071392059326
0,14244F0,50,0.8093658549495426,0.726027397260274,0.0303502082824707
0,14244F0,67,0.7830002881791865,0.7255813953488373,0.0351293087005615
0,14244F0,37,0.7686232765830611,0.7104072398190046,0.0357863903045654
0,14244F0,36,1.5447241194217898,0.6936936936936937,0.029548168182373
0,14244F0,16,1.2797348187882345,0.6902654867256637,0.0438647270202636
0,14244F0,27,3.2499441702706093,0.6322869955156951,0.0391707420349121
