,threshold,accuracy
75,0.9652895973500606,0.8176470588235294
77,1.0273249288696549,0.8176470588235294
76,0.9982874533309235,0.8117647058823529
58,0.8051551578968336,0.8117647058823529
74,0.9568721360695889,0.8117647058823529
78,1.0287726334034977,0.8117647058823529
82,1.0815161324490328,0.8117647058823529
83,1.098445571140058,0.8058823529411765
55,0.7777411241616313,0.8058823529411765
59,0.8233452730906455,0.8058823529411765
61,0.8397509023707966,0.8058823529411765
73,0.9555626561534775,0.8058823529411765
79,1.0663487358209873,0.8058823529411765
81,1.0698981554977205,0.8058823529411765
57,0.8007220171646418,0.8058823529411765
84,1.1080117187195846,0.8
52,0.6023911138908207,0.8
80,1.0682260392173164,0.8
54,0.7545563528212178,0.8
90,1.2425863642883426,0.8
56,0.7792431007500219,0.8
60,0.8235255327411369,0.8
62,0.8575187523002387,0.8
72,0.9548112342135249,0.8
85,1.1262779183420193,0.7941176470588235
51,0.6017586859560938,0.7941176470588235
53,0.6726576705503574,0.7941176470588235
97,1.315217916382634,0.7941176470588235
63,0.8905699960500397,0.7941176470588235
67,0.9204623127181042,0.7941176470588235
71,0.9536337241112761,0.7941176470588235
87,1.136512046669821,0.7941176470588235
89,1.2067190438560023,0.7941176470588235
91,1.2434844902968176,0.7941176470588235
70,0.9438866464365575,0.788235294117647
68,0.9276903187182466,0.788235294117647
86,1.1267238474459664,0.788235294117647
88,1.1626978825737357,0.788235294117647
98,1.3293043644695335,0.788235294117647
92,1.2474655514016453,0.788235294117647
96,1.3149509016317695,0.788235294117647
64,0.8961020046087922,0.788235294117647
66,0.9139201693052212,0.788235294117647
50,0.601209505625746,0.788235294117647
49,0.5964782503717941,0.7823529411764706
93,1.2480649410898248,0.7823529411764706
99,1.3352040528936955,0.7823529411764706
95,1.2710807286648018,0.7823529411764706
65,0.9031572669941451,0.7823529411764706
69,0.936360527540563,0.7823529411764706
48,0.5885492971022885,0.7764705882352941
100,1.3364842550751412,0.7764705882352941
94,1.249771443071163,0.7764705882352941
101,1.3581176999051017,0.7705882352941177
47,0.5884761615904717,0.7705882352941177
46,0.5884697591826907,0.7647058823529411
102,1.3743639112072947,0.7647058823529411
44,0.5832936228356873,0.7647058823529411
45,0.5873018729758103,0.7588235294117647
43,0.5816012779601761,0.7588235294117647
103,1.3991454343322414,0.7588235294117647
42,0.5805887813338522,0.7529411764705882
104,1.4013440796825143,0.7529411764705882
41,0.5782862669396396,0.7470588235294118
105,1.4035427250327872,0.7470588235294118
106,1.4046420753355284,0.7411764705882353
40,0.5777661629432095,0.7411764705882353
39,0.5762906416627442,0.7352941176470589
107,1.4079409696226894,0.7352941176470589
110,1.6556592365990979,0.7294117647058823
108,1.5469472517615916,0.7294117647058823
38,0.576039972830308,0.7294117647058823
109,1.6500154785387042,0.7235294117647059
111,1.8012240865490339,0.7235294117647059
37,0.5759287644386129,0.7235294117647059
112,1.8015007334004132,0.7176470588235294
36,0.5743244614761569,0.7176470588235294
113,1.8015459851912368,0.711764705882353
35,0.574052405391962,0.711764705882353
114,1.8020527352123674,0.7058823529411765
118,1.8046422417572592,0.7058823529411765
34,0.572674682576058,0.7058823529411765
119,1.8055037600400652,0.7
115,1.8024436606168206,0.7
117,1.8034352098305049,0.7
33,0.5724733709791426,0.7
32,0.5719855181572125,0.6941176470588235
120,1.8057494088838968,0.6941176470588235
116,1.8031586227421337,0.6941176470588235
121,1.8060131917633664,0.6882352941176471
31,0.5715626010035472,0.6882352941176471
122,1.8657342614631216,0.6823529411764706
30,0.5713579538179235,0.6823529411764706
125,2.0389740447459004,0.6764705882352942
131,2.180750185367503,0.6764705882352942
123,1.9268270740751983,0.6764705882352942
29,0.5698600892419807,0.6764705882352942
126,2.0761132610302675,0.6705882352941176
28,0.5695134245189829,0.6705882352941176
124,2.0215319478094504,0.6705882352941176
130,2.1439431946989016,0.6705882352941176
132,2.1826219220681535,0.6705882352941176
133,2.185074832875874,0.6647058823529411
27,0.5689359448838551,0.6647058823529411
129,2.1277248633543664,0.6647058823529411
127,2.1193199334183035,0.6647058823529411
26,0.5688337755235213,0.6588235294117647
134,2.189991989483767,0.6588235294117647
128,2.126102176950697,0.6588235294117647
25,0.568646618990508,0.6529411764705882
135,2.190844712937601,0.6529411764705882
136,2.1928288569370964,0.6470588235294118
24,0.5685225294176447,0.6470588235294118
22,0.5678293149164152,0.6470588235294118
137,2.3362423844169147,0.6411764705882353
23,0.5680903626263935,0.6411764705882353
21,0.567091239888977,0.6411764705882353
20,0.5670336287551471,0.6352941176470588
19,0.5662534584435287,0.6294117647058823
18,0.5649273831859991,0.6235294117647059
17,0.5646528251171761,0.6176470588235294
16,0.5635701630083303,0.611764705882353
15,0.5631859494645031,0.6058823529411764
14,0.5629185538045162,0.6
13,0.5608273894423297,0.5941176470588235
12,0.5598831592177282,0.5882352941176471
11,0.5590292430019628,0.5823529411764706
10,0.5581066258757073,0.5764705882352941
9,0.5431736211553697,0.5705882352941176
8,0.5423072286522643,0.5647058823529412
7,0.5298929328011854,0.5588235294117647
5,0.5070504950550492,0.5588235294117647
6,0.5222419667627131,0.5529411764705883
4,0.5060565953952126,0.5529411764705883
3,0.5039803114070933,0.5470588235294118
1,0.4942222118690655,0.5470588235294118
2,0.4972296039228421,0.5411764705882353
0,0.48361450247350135,0.5411764705882353
