,threshold,accuracy
0,0.8412329086738516,0.8043478260869565
3,0.8992119287797353,0.7934782608695652
1,0.8683531563235344,0.7934782608695652
2,0.8908944281715631,0.782608695652174
4,0.9202491336639548,0.782608695652174
6,0.9519369891534192,0.782608695652174
5,0.943807789280228,0.7717391304347826
7,0.9746896264051595,0.7717391304347826
8,0.9913094440419339,0.7608695652173914
9,0.998044528326319,0.75
10,1.0105471091234615,0.7391304347826086
19,1.0800572398993251,0.7282608695652174
13,1.019720142575046,0.7282608695652174
11,1.0148639759777178,0.7282608695652174
14,1.0284440779764137,0.717391304347826
12,1.015959134524814,0.717391304347826
18,1.0648530207166018,0.717391304347826
20,1.0912280357204973,0.717391304347826
17,1.0628591477400673,0.7065217391304348
21,1.102430191018722,0.7065217391304348
15,1.0386023888110756,0.7065217391304348
16,1.0472833347930437,0.6956521739130435
22,1.1077375820663642,0.6956521739130435
24,1.1191809830415433,0.6956521739130435
27,1.1257236709130618,0.6847826086956522
23,1.117164217535275,0.6847826086956522
25,1.123276313059042,0.6847826086956522
28,1.1268780782607466,0.6739130434782609
26,1.1243268119345335,0.6739130434782609
29,1.1322244365687255,0.6630434782608695
31,1.1376043741001172,0.6630434782608695
30,1.1358082795514728,0.6521739130434783
32,1.1513608030805307,0.6521739130434783
33,1.1532054254324318,0.6413043478260869
34,1.1532298890250432,0.6304347826086957
35,1.1560388754498079,0.6195652173913043
36,1.1561952973317817,0.6086956521739131
37,1.1581703208960865,0.5978260869565217
39,1.162275740338263,0.5978260869565217
38,1.1600705960774116,0.5869565217391305
40,1.1658865744699134,0.5869565217391305
43,1.220090601917022,0.5760869565217391
55,95.57787426533115,0.5760869565217391
41,1.1727732068214483,0.5760869565217391
44,1.2283761383647285,0.5652173913043478
54,45.548913711087614,0.5652173913043478
42,1.2001680824021226,0.5652173913043478
45,1.2347618694649964,0.5543478260869565
53,10.355348762240382,0.5543478260869565
46,1.235499837519409,0.5434782608695652
52,1.555190781711843,0.5434782608695652
47,1.2370031531703802,0.532608695652174
51,1.457196415331424,0.532608695652174
48,1.2695514141188193,0.5217391304347826
50,1.3518300976032298,0.5217391304347826
49,1.32774975797088,0.5108695652173914
